Date,operating_hours,idle_hours,total_fuel,gal_hour,Shovel
2024-07-11,7.4,1.7,67.4,7.3,KOM 390-4
2024-07-11,8.0,1.0,79.3,8.7,KOM 390-10
2024-07-11,2.7,1.0,23.0,6.1,KOM 390-9
2024-07-12,4.5,0.6,42.9,8.2,KOM 390-4
2024-07-12,8.6,0.8,82.4,8.7,KOM 390-10
2024-07-12,4.0,2.1,33.5,5.4,KOM 390-9
2024-07-13,8.7,0.6,92.4,9.8,KOM 390-10
2024-07-13,2.8,1.1,16.7,4.2,KOM 390-4
2024-07-13,7.3,1.5,64.8,7.2,KOM 390-9
2024-07-14,8.3,1.0,84.9,9.1,KOM 390-10
2024-07-14,4.6,0.6,37.8,7.1,KOM 390-9
2024-07-14,3.5,1.2,22.6,4.8,KOM 390-4
2024-07-15,8.2,1.0,87.5,9.5,KOM 390-10
2024-07-15,1.4,0.9,6.3,2.7,KOM 390-4
2024-07-15,3.9,1.2,33.4,6.4,KOM 390-9
2024-07-16,8.8,1.8,88.0,8.2,KOM 390-10
2024-07-16,1.8,0.2,8.0,3.9,KOM 390-4
2024-07-16,6.3,1.2,55.4,7.3,KOM 390-9
2024-07-17,1.4,0.8,9.6,4.1,KOM 390-4
2024-07-17,6.9,0.3,75.4,10.3,KOM 390-10
2024-07-17,4.5,1.4,40.5,6.8,KOM 390-9
2024-07-18,8.1,1.0,82.7,9.0,KOM 390-9
2024-07-18,0.0,0.0,0.0,0.0,KOM 390-4
2024-07-18,5.6,0.6,52.4,8.3,KOM 390-10
2024-07-19,8.4,0.7,90.3,9.7,KOM 390-10
2024-07-19,8.6,2.6,71.9,6.3,KOM 390-4
2024-07-19,9.0,0.6,93.2,9.7,KOM 390-9
2024-07-20,8.9,0.4,94.0,10.0,KOM 390-9
2024-07-20,8.5,0.8,90.7,9.7,KOM 390-10
2024-07-20,8.0,1.3,63.6,6.8,KOM 390-4
2024-07-21,7.4,0.8,80.4,9.7,KOM 390-10
2024-07-21,8.1,0.3,82.4,9.7,KOM 390-9
2024-07-21,6.7,1.1,53.1,6.7,KOM 390-4
2024-07-22,5.7,0.9,54.3,8.1,KOM 390-10
2024-07-22,4.0,1.0,29.0,5.7,KOM 390-4
2024-07-22,8.6,0.7,87.5,9.3,KOM 390-9
2024-07-23,6.8,0.7,71.9,9.4,KOM 390-10
2024-07-23,7.1,0.9,60.2,7.4,KOM 390-4
2024-07-23,3.0,0.2,31.1,9.4,KOM 390-9
2024-07-24,7.5,1.2,66.5,7.6,KOM 390-4
2024-07-24,5.0,0.6,53.9,9.5,KOM 390-10
2024-07-24,4.4,0.6,44.9,8.8,KOM 390-9
2024-07-25,6.5,1.4,53.4,6.7,KOM 390-4
2024-07-25,5.6,1.9,60.7,8.0,KOM 390-10
2024-07-25,5.5,1.0,57.1,8.6,KOM 390-9
2024-07-26,6.4,0.8,55.1,7.5,KOM 390-4
2024-07-26,5.1,1.1,53.4,8.5,KOM 390-10
2024-07-26,7.2,0.8,73.7,9.1,KOM 390-9
2024-07-27,5.3,1.6,44.0,6.3,KOM 390-4
2024-07-27,7.0,1.0,69.7,8.7,KOM 390-10
2024-07-27,8.7,0.5,88.0,9.5,KOM 390-9
2024-07-28,6.0,2.0,58.7,7.3,KOM 390-10
2024-07-28,8.9,0.5,87.9,9.2,KOM 390-9
2024-07-28,7.2,1.4,60.6,7.0,KOM 390-4
2024-07-29,8.2,0.6,82.6,9.2,KOM 390-9
2024-07-29,4.1,0.9,36.4,7.2,KOM 390-4
2024-07-29,5.9,0.7,63.3,9.5,KOM 390-10
2024-07-30,6.3,0.3,62.6,9.3,KOM 390-9
2024-07-30,7.3,0.9,55.8,6.8,KOM 390-4
2024-07-30,6.4,0.7,64.7,8.9,KOM 390-10
2024-07-31,5.9,1.0,60.7,8.6,KOM 390-10
2024-07-31,1.0,0.2,7.8,6.3,KOM 390-4
2024-07-31,8.7,0.8,83.3,8.7,KOM 390-9
2024-08-01,6.5,0.4,66.4,9.4,KOM 390-10
2024-08-01,8.2,0.9,80.2,8.8,KOM 390-9
2024-08-01,5.5,1.4,51.1,7.3,KOM 390-4
2024-08-02,5.9,0.8,61.5,9.0,KOM 390-10
2024-08-02,5.2,2.7,47.5,5.9,KOM 390-4
2024-08-02,8.3,1.0,82.2,8.7,KOM 390-9
2024-08-03,5.2,2.8,50.2,6.2,KOM 390-4
2024-08-03,8.7,0.8,88.3,9.2,KOM 390-9
2024-08-03,6.4,0.3,63.7,9.4,KOM 390-10
2024-08-04,9.4,0.9,95.2,9.1,KOM 390-9
2024-08-04,5.8,2.2,55.2,6.8,KOM 390-4
2024-08-04,6.1,0.2,64.3,10.1,KOM 390-10
2024-08-05,6.2,0.5,63.2,9.3,KOM 390-10
2024-08-05,7.5,0.7,69.9,8.4,KOM 390-9
2024-08-05,4.2,3.5,42.5,5.5,KOM 390-4
2024-08-06,6.0,0.9,55.1,7.9,KOM 390-9
2024-08-06,6.0,3.1,56.9,6.1,KOM 390-4
2024-08-06,6.4,0.8,60.7,8.3,KOM 390-10
2024-08-07,5.8,3.8,54.6,5.7,KOM 390-4
2024-08-07,6.0,1.3,57.4,7.7,KOM 390-9
2024-08-07,8.5,0.7,92.2,10.0,KOM 390-10
2024-08-08,2.0,0.6,15.1,5.7,KOM 390-9
2024-08-08,4.9,2.8,48.2,6.2,KOM 390-4
2024-08-08,8.8,0.6,95.2,10.1,KOM 390-10
2024-08-09,6.3,0.7,70.9,10.1,KOM 390-10
2024-08-09,3.8,2.2,37.8,6.2,KOM 390-4
2024-08-09,2.7,1.6,26.4,6.0,KOM 390-9
2024-08-10,4.6,2.0,46.2,6.8,KOM 390-4
2024-08-10,6.7,1.4,64.1,7.9,KOM 390-9
2024-08-10,7.1,0.3,78.9,10.5,KOM 390-10
2024-08-11,8.5,0.5,92.8,10.1,KOM 390-10
2024-08-11,1.3,0.3,12.0,7.1,KOM 390-9
2024-08-11,2.2,1.3,20.9,5.8,KOM 390-4
2024-08-12,1.8,0.2,16.9,8.0,KOM 390-9
2024-08-12,9.6,1.3,101.3,9.2,KOM 390-10
2024-08-12,5.4,2.4,53.8,6.8,KOM 390-4
2024-08-13,5.0,1.7,49.6,7.3,KOM 390-10
2024-08-13,4.9,2.7,47.6,6.2,KOM 390-4
2024-08-13,2.3,0.5,19.8,6.9,KOM 390-9
2024-08-14,3.3,2.9,32.8,5.2,KOM 390-10
2024-08-14,4.6,3.0,46.4,6.1,KOM 390-4
2024-08-14,2.2,0.3,19.8,7.5,KOM 390-9
2024-08-15,0.0,0.0,0.0,,KOM 390-9
2024-08-15,5.2,2.7,50.8,6.3,KOM 390-10
2024-08-15,6.3,1.7,59.8,7.3,KOM 390-4
2024-08-16,1.1,0.1,10.6,8.3,KOM 390-9
2024-08-16,6.0,2.3,57.8,6.9,KOM 390-10
2024-08-16,6.4,2.0,61.8,7.3,KOM 390-4
2024-08-17,6.3,2.0,60.9,7.2,KOM 390-10
2024-08-17,6.0,2.5,56.3,6.6,KOM 390-4
2024-08-17,2.2,0.2,20.3,8.3,KOM 390-9
2024-08-18,1.3,0.9,11.2,4.8,KOM 390-9
2024-08-18,5.6,2.5,55.0,6.7,KOM 390-4
2024-08-18,3.7,2.0,36.0,6.2,KOM 390-10
2024-08-19,1.0,2.1,5.8,1.8,KOM 390-9
2024-08-19,5.5,2.6,50.3,6.1,KOM 390-4
2024-08-19,2.0,0.3,19.5,8.1,KOM 390-10
2024-08-20,2.6,0.6,22.0,6.8,KOM 390-9
2024-08-20,3.3,1.6,30.3,6.0,KOM 390-4
2024-08-20,4.7,2.2,46.8,6.7,KOM 390-10
2024-08-21,3.7,0.6,32.6,7.4,KOM 390-9
2024-08-21,4.0,1.6,38.1,6.7,KOM 390-10
2024-08-21,3.5,0.6,35.8,8.6,KOM 390-4
2024-08-22,0.0,0.0,0.0,,KOM 390-10
2024-08-22,6.8,1.6,69.7,8.1,KOM 390-4
2024-08-22,3.3,0.5,28.6,7.3,KOM 390-9
2024-08-23,4.9,1.5,39.9,6.1,KOM 390-9
2024-08-23,0.0,0.0,0.0,,KOM 390-10
2024-08-23,6.8,1.1,68.8,8.6,KOM 390-4
2024-08-24,0.0,0.0,0.0,,KOM 390-10
2024-08-24,5.3,0.9,54.6,8.7,KOM 390-4
2024-08-24,3.6,1.8,28.7,5.2,KOM 390-9
2024-08-25,0.0,0.0,0.0,,KOM 390-10
2024-08-25,5.7,3.0,47.0,5.4,KOM 390-9
2024-08-25,7.4,1.0,76.1,9.0,KOM 390-4
2024-08-26,3.0,1.1,25.0,5.9,KOM 390-9
2024-08-26,7.6,1.2,69.5,7.8,KOM 390-4
2024-08-26,0.0,0.0,0.2,6.3,KOM 390-10
2024-08-27,,,,,KOM 390-10
2024-08-27,6.3,1.8,52.8,6.5,KOM 390-9
2024-08-27,6.5,2.2,59.8,6.8,KOM 390-4
2024-08-28,7.2,1.7,67.2,7.5,KOM 390-4
2024-08-28,4.6,1.0,41.2,7.3,KOM 390-9
2024-08-28,6.4,2.4,62.9,7.0,KOM 390-10
2024-08-29,6.9,0.9,62.9,7.9,KOM 390-9
2024-08-29,6.8,1.4,63.7,7.7,KOM 390-4
2024-08-29,7.8,1.2,78.1,8.5,KOM 390-10
2024-08-30,3.2,1.2,32.3,7.2,KOM 390-10
2024-08-30,7.4,2.0,67.3,7.1,KOM 390-9
2024-08-30,7.0,2.1,64.9,7.1,KOM 390-4
2024-08-31,0.0,0.0,0.1,1.8,KOM 390-10
2024-08-31,2.2,0.9,21.3,6.7,KOM 390-4
2024-08-31,7.3,1.1,68.6,8.1,KOM 390-9
2024-09-01,0.0,0.0,0.0,,KOM 390-4
2024-09-02,0.0,0.0,0.0,0.0,KOM 390-4
2024-09-03,0.0,0.0,0.0,,KOM 390-4
2024-09-04,0.0,0.0,0.0,0.0,KOM 390-4
2024-09-05,0.0,0.0,0.0,0.0,KOM 390-4
2024-09-06,0.0,0.0,0.0,0.0,KOM 390-4
2024-09-07,0.0,0.0,0.0,,KOM 390-4
2024-09-08,0.0,0.0,0.0,,KOM 390-4
2024-09-09,0.0,0.0,0.0,,KOM 390-4
2024-09-10,0.0,0.0,0.0,,KOM 390-4
2024-09-11,0.0,0.0,0.0,,KOM 390-4
2024-09-12,0.0,0.0,0.0,,KOM 390-4
2024-09-13,0.0,0.0,0.0,,KOM 390-4
2024-09-14,0.0,0.0,0.0,,KOM 390-4
2024-09-15,0.0,0.0,0.0,,KOM 390-4
2024-09-16,0.0,0.0,0.0,,KOM 390-4
2024-09-17,0.0,0.0,0.0,,KOM 390-4
2024-09-18,0.0,0.0,0.0,,KOM 390-4
2024-09-19,0.0,0.0,0.0,,KOM 390-4
2024-09-20,0.0,0.0,0.0,,KOM 390-4
2024-09-21,0.0,0.0,0.0,,KOM 390-4
2024-09-22,,,,,KOM 390-4
2024-09-23,0.0,0.0,0.0,,KOM 390-4
2024-09-24,0.0,0.0,0.0,,KOM 390-4
2024-09-25,0.0,0.0,0.0,,KOM 390-4
2024-09-26,0.0,0.0,0.0,,KOM 390-4
2024-09-27,0.0,0.0,0.0,,KOM 390-4
2024-09-28,0.0,0.0,0.0,,KOM 390-4
2024-09-29,0.0,0.0,0.0,,KOM 390-4
2024-09-30,0.0,0.0,0.0,,KOM 390-4
2024-10-01,0.0,0.0,0.0,,KOM 390-4
2024-10-02,2.1,0.8,12.6,4.2,KOM 390-4
2024-10-03,3.6,2.8,32.4,5.0,KOM 390-4
2024-10-04,10.0,1.6,84.2,7.2,KOM 390-4
2024-10-05,8.5,1.0,70.3,7.4,KOM 390-4
2024-10-06,7.1,0.9,60.1,7.4,KOM 390-4
2024-10-07,7.2,1.6,56.6,6.4,KOM 390-4
2024-10-08,8.0,1.2,65.9,7.1,KOM 390-4
2024-10-09,8.0,1.4,62.9,6.6,KOM 390-4
2024-10-10,7.9,1.3,64.6,6.9,KOM 390-4
2024-10-11,6.8,2.5,55.4,5.9,KOM 390-4
2024-10-12,7.8,1.4,63.3,6.8,KOM 390-4
2024-10-13,5.9,2.4,46.6,5.6,KOM 390-4
2024-10-14,3.8,0.9,30.3,6.4,KOM 390-4
2024-10-15,5.9,2.0,48.8,6.1,KOM 390-4
2024-10-16,2.5,0.6,19.8,6.2,KOM 390-4
2024-10-17,0.3,0.7,1.3,1.2,KOM 390-4
2024-10-18,0.0,0.0,0.0,0.9,KOM 390-4
2024-10-19,0.0,0.1,0.4,1.7,KOM 390-4
2024-10-20,7.3,0.9,62.8,7.6,KOM 390-4
2024-10-21,9.9,1.0,98.1,8.9,KOM 390-4
2024-10-22,3.1,1.3,26.1,5.8,KOM 390-4
2024-10-23,0.0,0.0,0.2,1.2,KOM 390-4
2024-10-24,0.0,0.0,0.0,1.0,KOM 390-4
2024-10-25,0.0,0.0,0.0,,KOM 390-4
2024-10-26,0.0,0.0,0.0,,KOM 390-4
2024-10-27,0.0,0.0,0.0,,KOM 390-4
2024-10-28,0.0,0.0,0.0,,KOM 390-4
2024-10-29,0.6,0.5,3.1,2.5,KOM 390-4
2024-10-30,0.0,0.0,0.1,2.5,KOM 390-4
2024-10-31,0.0,0.0,0.0,,KOM 390-4
2024-09-01,2.4,1.5,21.9,5.5,KOM 390-9
2024-09-02,6.2,1.9,59.6,7.3,KOM 390-9
2024-09-03,4.6,0.4,45.6,8.8,KOM 390-9
2024-09-04,2.1,0.6,15.1,5.4,KOM 390-9
2024-09-05,4.7,1.4,48.2,7.8,KOM 390-9
2024-09-06,6.1,1.2,62.6,8.5,KOM 390-9
2024-09-07,4.6,0.7,47.8,8.9,KOM 390-9
2024-09-08,7.4,1.5,73.3,8.2,KOM 390-9
2024-09-09,7.8,0.9,76.9,8.7,KOM 390-9
2024-09-10,7.4,1.3,70.5,8.0,KOM 390-9
2024-09-11,4.6,1.9,47.8,7.3,KOM 390-9
2024-09-12,0.3,0.1,3.0,5.7,KOM 390-9
2024-09-13,6.1,0.6,63.5,9.4,KOM 390-9
2024-09-14,7.2,1.7,65.3,7.3,KOM 390-9
2024-09-15,6.4,2.4,64.8,7.3,KOM 390-9
2024-09-16,7.9,1.1,82.2,9.1,KOM 390-9
2024-09-17,6.0,2.8,64.9,7.2,KOM 390-9
2024-09-18,8.2,0.9,86.3,9.3,KOM 390-9
2024-09-19,7.9,1.5,82.4,8.6,KOM 390-9
2024-09-20,7.4,1.3,77.8,8.9,KOM 390-9
2024-09-21,7.2,1.7,76.5,8.5,KOM 390-9
2024-09-22,6.0,1.2,61.1,8.3,KOM 390-9
2024-09-23,6.3,1.7,64.2,7.9,KOM 390-9
2024-09-24,9.0,0.5,88.4,9.2,KOM 390-9
2024-09-25,6.2,1.4,64.6,8.4,KOM 390-9
2024-09-26,8.5,1.7,84.9,8.2,KOM 390-9
2024-09-27,8.4,0.6,82.6,9.0,KOM 390-9
2024-09-28,6.6,0.3,67.6,9.6,KOM 390-9
2024-09-29,1.5,0.6,13.4,6.0,KOM 390-9
2024-09-30,9.0,2.8,82.3,6.9,KOM 390-9
2024-10-01,4.8,0.7,45.2,8.1,KOM 390-9
2024-10-02,2.4,2.3,22.5,4.7,KOM 390-9
2024-10-03,8.7,0.5,87.2,9.4,KOM 390-9
2024-10-04,8.1,1.0,81.3,8.8,KOM 390-9
2024-10-05,,,,,KOM 390-9
2024-10-06,10.1,1.5,97.1,8.3,KOM 390-9
2024-10-07,7.8,1.4,73.0,7.8,KOM 390-9
2024-10-08,7.5,1.5,72.6,8.0,KOM 390-9
2024-10-09,6.8,2.0,67.1,7.5,KOM 390-9
2024-10-10,0.7,0.0,6.4,8.2,KOM 390-9
2024-10-11,10.9,2.1,109.2,8.3,KOM 390-9
2024-10-12,9.0,2.1,86.3,7.7,KOM 390-9
2024-10-13,6.0,2.8,61.4,6.9,KOM 390-9
2024-10-14,7.2,1.5,67.6,7.7,KOM 390-9
2024-10-15,6.8,1.5,65.9,7.8,KOM 390-9
2024-10-16,5.9,2.7,58.4,6.7,KOM 390-9
2024-10-17,6.5,2.0,63.3,7.3,KOM 390-9
2024-10-18,4.9,1.2,44.5,7.2,KOM 390-9
2024-10-19,0.7,0.6,5.0,3.4,KOM 390-9
2024-10-20,0.0,0.0,0.0,1.1,KOM 390-9
2024-10-21,0.0,0.0,0.2,1.8,KOM 390-9
2024-10-22,10.1,2.9,102.8,7.8,KOM 390-9
2024-10-23,12.4,2.5,127.3,8.5,KOM 390-9
2024-10-24,7.5,1.0,76.4,8.8,KOM 390-9
2024-10-25,13.0,1.4,130.8,9.1,KOM 390-9
2024-10-26,17.3,1.3,174.4,9.3,KOM 390-9
2024-10-27,9.8,2.1,98.6,8.2,KOM 390-9
2024-10-28,13.3,2.3,127.5,8.1,KOM 390-9
2024-10-29,13.3,1.8,127.9,8.4,KOM 390-9
2024-10-30,8.0,1.5,80.3,8.5,KOM 390-9
2024-10-31,5.7,2.3,60.1,7.4,KOM 390-9
2024-09-01,0.0,0.0,0.0,,KOM 390-10
2024-09-02,0.0,0.0,0.0,,KOM 390-10
2024-09-03,,,,,KOM 390-10
2024-09-04,0.0,0.0,0.0,,KOM 390-10
2024-09-05,0.0,0.0,0.0,,KOM 390-10
2024-09-06,0.0,0.0,0.0,,KOM 390-10
2024-09-07,0.0,0.0,0.0,,KOM 390-10
2024-09-08,0.0,0.0,0.0,,KOM 390-10
2024-09-09,0.0,0.0,0.0,,KOM 390-10
2024-09-10,0.0,0.0,0.0,,KOM 390-10
2024-09-11,0.0,0.0,0.0,,KOM 390-10
2024-09-12,0.0,0.0,0.0,,KOM 390-10
2024-09-13,0.0,0.0,0.0,,KOM 390-10
2024-09-14,0.0,0.0,0.0,,KOM 390-10
2024-09-15,,,,,KOM 390-10
2024-09-16,,,,,KOM 390-10
2024-09-17,,,,,KOM 390-10
2024-09-18,,,,,KOM 390-10
2024-09-19,,,,,KOM 390-10
2024-09-20,,,,,KOM 390-10
2024-09-21,,,,,KOM 390-10
2024-09-22,,,,,KOM 390-10
2024-09-23,,,,,KOM 390-10
2024-09-24,,,,,KOM 390-10
2024-09-25,,,,,KOM 390-10
2024-09-26,,,,,KOM 390-10
2024-09-27,,,,,KOM 390-10
2024-09-28,,,,,KOM 390-10
2024-09-29,,,,,KOM 390-10
2024-09-30,,,,,KOM 390-10
2024-10-01,,,,,KOM 390-10
2024-10-02,0.2,0.0,0.9,2.9,KOM 390-10
2024-10-03,0.0,0.0,0.0,,KOM 390-10
2024-10-04,0.6,0.1,7.7,9.3,KOM 390-10
2024-10-05,5.3,2.2,50.1,6.7,KOM 390-10
2024-10-06,8.6,0.8,88.8,9.4,KOM 390-10
2024-10-07,8.6,0.7,91.0,9.7,KOM 390-10
2024-10-08,12.8,1.5,138.6,9.6,KOM 390-10
2024-10-09,14.5,2.7,154.9,9.0,KOM 390-10
2024-10-10,8.7,1.9,87.2,8.2,KOM 390-10
2024-10-11,10.9,2.5,116.7,8.6,KOM 390-10
2024-10-12,8.3,1.1,86.7,9.2,KOM 390-10
2024-10-13,9.5,1.1,100.1,9.4,KOM 390-10
2024-10-14,12.8,1.6,132.4,9.2,KOM 390-10
2024-10-15,13.5,2.3,138.7,8.7,KOM 390-10
2024-10-16,9.7,1.3,97.7,8.8,KOM 390-10
2024-10-17,11.4,0.8,118.5,9.6,KOM 390-10
2024-10-18,10.1,0.8,104.1,9.4,KOM 390-10
2024-10-19,8.7,1.2,92.0,9.2,KOM 390-10
2024-10-20,8.2,1.0,83.0,9.0,KOM 390-10
2024-10-21,11.7,1.7,118.2,8.8,KOM 390-10
2024-10-22,12.8,2.2,133.2,8.8,KOM 390-10
2024-10-23,16.8,1.4,172.8,9.5,KOM 390-10
2024-10-24,11.9,1.5,122.6,9.1,KOM 390-10
2024-10-25,11.4,1.2,117.0,9.2,KOM 390-10
2024-10-26,9.4,0.7,97.0,9.6,KOM 390-10
2024-10-27,7.5,0.7,77.0,9.2,KOM 390-10
2024-10-28,11.1,0.9,105.4,8.7,KOM 390-10
2024-10-29,7.0,1.3,69.7,8.3,KOM 390-10
2024-10-30,7.5,1.0,79.6,9.3,KOM 390-10
2024-10-31,6.6,1.3,62.0,7.7,KOM 390-10
2024-12-01,8.3,3.2,86.5,7.5,KOM 390-10
2024-12-02,8.2,4.0,87.2,7.1,KOM 390-10
2024-12-03,9.2,4.3,96.6,7.1,KOM 390-10
2024-12-04,12.1,5.8,123.7,6.9,KOM 390-10
2024-12-05,10.3,4.8,100.3,6.6,KOM 390-10
2024-12-06,8.1,6.1,85.7,6.0,KOM 390-10
2024-12-07,,,,,KOM 390-10
2024-12-08,7.3,3.9,74.7,6.6,KOM 390-10
2024-12-09,9.0,4.8,94.6,6.8,KOM 390-10
2024-12-10,13.7,4.2,142.1,7.9,KOM 390-10
2024-12-11,14.1,4.3,145.0,7.8,KOM 390-10
2024-12-12,13.0,4.8,133.3,7.4,KOM 390-10
2024-12-13,13.3,6.0,135.4,7.0,KOM 390-10
2024-12-14,16.5,2.7,169.3,8.7,KOM 390-10
2024-12-15,11.4,2.1,117.3,8.6,KOM 390-10
2024-12-16,9.6,3.9,102.8,7.6,KOM 390-10
2024-12-17,13.6,4.6,134.0,7.3,KOM 390-10
2024-12-18,13.8,4.4,134.3,7.3,KOM 390-10
2024-12-19,13.2,3.9,134.1,7.8,KOM 390-10
2024-12-20,13.3,4.0,135.8,7.8,KOM 390-10
2024-12-21,12.8,4.0,129.3,7.7,KOM 390-10
2024-12-22,10.1,3.4,105.9,7.8,KOM 390-10
2024-12-23,10.7,2.5,109.8,8.2,KOM 390-10
2024-12-24,8.1,3.1,85.0,7.5,KOM 390-10
2024-12-25,15.5,2.5,160.3,8.8,KOM 390-10
2024-12-26,10.3,2.3,109.4,8.6,KOM 390-10
2024-12-27,8.4,1.9,88.9,8.5,KOM 390-10
2024-12-28,1.4,0.9,14.1,5.7,KOM 390-10
2024-12-29,0.0,0.0,0.0,,KOM 390-10
2024-12-30,0.0,0.0,0.0,,KOM 390-10
2024-12-31,0.0,0.0,0.0,,KOM 390-10
2024-12-01,0.0,0.0,0.1,1.8,KOM 390-9
2024-12-02,0.1,0.5,0.7,1.0,KOM 390-9
2024-12-03,0.0,0.3,0.5,1.3,KOM 390-9
2024-12-04,0.0,0.0,0.1,0.9,KOM 390-9
2024-12-05,0.4,0.4,1.8,2.2,KOM 390-9
2024-12-06,0.0,0.0,0.0,,KOM 390-9
2024-12-07,0.6,2.3,3.3,1.1,KOM 390-9
2024-12-08,0.3,0.2,1.9,3.2,KOM 390-9
2024-12-09,1.8,1.9,12.0,3.2,KOM 390-9
2024-12-10,0.9,0.5,5.4,3.6,KOM 390-9
2024-12-11,0.0,0.0,0.0,,KOM 390-9
2024-12-12,8.3,3.3,50.0,4.3,KOM 390-9
2024-12-13,14.9,2.6,92.6,5.3,KOM 390-9
2024-12-14,14.8,2.4,94.0,5.4,KOM 390-9
2024-12-15,7.2,1.9,44.5,4.9,KOM 390-9
2024-12-16,5.6,1.1,35.4,5.2,KOM 390-9
2024-12-17,0.0,0.2,0.3,1.1,KOM 390-9
2024-12-18,3.2,1.5,21.9,4.6,KOM 390-9
2024-12-19,5.6,2.7,36.9,4.4,KOM 390-9
2024-12-20,6.0,2.4,38.9,4.5,KOM 390-9
2024-12-21,7.6,2.6,45.8,4.4,KOM 390-9
2024-12-22,0.0,0.0,0.0,,KOM 390-9
2024-12-23,6.7,1.0,40.2,5.2,KOM 390-9
2024-12-24,5.9,0.8,37.0,5.4,KOM 390-9
2024-12-25,7.4,1.2,44.5,5.1,KOM 390-9
2024-12-26,5.0,1.4,29.7,4.5,KOM 390-9
2024-12-27,5.0,0.8,29.5,5.0,KOM 390-9
2024-12-28,5.2,0.7,30.2,5.0,KOM 390-9
2024-12-29,1.8,0.3,11.8,5.3,KOM 390-9
2024-12-30,0.0,0.0,0.0,,KOM 390-9
2024-12-31,0.0,0.0,0.0,,KOM 390-9
2024-12-01,10.6,1.1,108.2,9.2,KOM 390-4
2024-12-02,9.9,2.2,99.0,8.1,KOM 390-4
2024-12-03,13.6,3.2,134.5,8.0,KOM 390-4
2024-12-04,13.1,4.2,133.0,7.6,KOM 390-4
2024-12-05,8.9,5.0,89.7,6.4,KOM 390-4
2024-12-06,11.8,2.2,118.7,8.4,KOM 390-4
2024-12-07,11.6,2.6,115.5,8.1,KOM 390-4
2024-12-08,12.6,1.3,128.6,9.2,KOM 390-4
2024-12-09,10.6,2.8,105.0,7.7,KOM 390-4
2024-12-10,16.3,1.9,161.0,8.8,KOM 390-4
2024-12-11,14.7,3.6,144.8,7.9,KOM 390-4
2024-12-12,13.5,3.4,132.9,7.8,KOM 390-4
2024-12-13,15.7,3.3,154.9,8.1,KOM 390-4
2024-12-14,16.2,2.5,161.1,8.6,KOM 390-4
2024-12-15,12.5,2.4,122.7,8.2,KOM 390-4
2024-12-16,12.5,1.3,128.4,9.2,KOM 390-4
2024-12-17,17.2,2.8,173.7,8.7,KOM 390-4
2024-12-18,17.0,1.7,171.5,9.1,KOM 390-4
2024-12-19,17.3,1.4,172.4,9.2,KOM 390-4
2024-12-20,14.7,2.0,142.8,8.5,KOM 390-4
2024-12-21,14.5,2.1,146.1,8.7,KOM 390-4
2024-12-22,9.1,1.1,91.1,8.9,KOM 390-4
2024-12-23,11.9,1.7,120.8,8.8,KOM 390-4
2024-12-24,12.2,1.9,125.6,8.8,KOM 390-4
2024-12-25,15.8,1.6,164.2,9.4,KOM 390-4
2024-12-26,13.5,1.3,141.0,9.5,KOM 390-4
2024-12-27,12.2,1.7,125.3,9.0,KOM 390-4
2024-12-28,12.0,3.3,124.2,8.1,KOM 390-4
2024-12-29,5.7,1.1,56.2,8.2,KOM 390-4
2024-12-30,0.0,0.0,0.0,,KOM 390-4
2024-12-31,0.0,0.0,0.0,,KOM 390-4
2024-11-01,8.0,1.1,85.4,9.4,KOM 390-4
2024-11-02,8.1,1.0,83.9,9.2,KOM 390-4
2024-11-03,7.6,1.4,78.6,8.7,KOM 390-4
2024-11-04,4.7,2.0,45.8,6.7,KOM 390-4
