Date,operating_hours,idle_hours,total_fuel,gal_hour,Shovel
2024-11-05,11.3,2.3,110.4,8.0,KOM 390-4
2024-11-06,10.9,2.1,105.0,8.0,KOM 390-4
2024-11-07,1.9,5.4,22.5,3.0,KOM 390-4
2024-11-08,6.0,2.1,59.0,7.2,KOM 390-4
2024-11-09,5.1,2.5,49.0,6.4,KOM 390-4
2024-11-10,4.7,0.9,45.0,7.8,KOM 390-4
2024-11-11,8.1,2.1,79.5,7.7,KOM 390-4
2024-11-12,10.0,5.6,98.6,6.3,KOM 390-4
2024-11-13,6.2,3.9,61.4,6.0,KOM 390-4
2024-11-14,12.5,5.4,124.1,6.9,KOM 390-4
2024-11-15,10.5,3.1,101.3,7.4,KOM 390-4
2024-11-16,2.3,0.8,22.3,7.1,KOM 390-4
2024-11-17,6.1,1.2,57.5,7.8,KOM 390-4
2024-11-18,9.1,2.0,92.1,8.2,KOM 390-4
2024-11-19,15.9,2.0,161.5,8.9,KOM 390-4
2024-11-20,8.3,1.8,84.4,8.2,KOM 390-4
2024-11-21,2.2,0.9,20.3,6.4,KOM 390-4
2024-11-22,8.3,0.9,85.5,9.2,KOM 390-4
2024-11-23,5.9,2.5,61.2,7.2,KOM 390-4
2024-11-24,7.6,1.8,76.5,8.0,KOM 390-4
2024-11-25,8.3,4.0,81.4,6.5,KOM 390-4
2024-11-26,12.4,2.2,122.7,8.3,KOM 390-4
2024-11-27,11.4,2.2,114.1,8.3,KOM 390-4
2024-11-28,14.6,2.5,147.1,8.6,KOM 390-4
2024-11-29,13.6,2.3,135.2,8.5,KOM 390-4
2024-11-30,15.4,2.9,147.8,8.0,KOM 390-4
2024-11-01,0.0,0.0,0.1,2.5,KOM 390-9
2024-11-02,0.0,0.0,0.0,,KOM 390-9
2024-11-03,3.4,2.2,27.3,4.7,KOM 390-9
2024-11-04,4.3,1.3,45.9,8.0,KOM 390-9
2024-11-05,6.3,1.5,63.6,8.1,KOM 390-9
2024-11-06,11.8,2.0,116.6,8.4,KOM 390-9
2024-11-07,9.9,2.0,99.0,8.3,KOM 390-9
2024-11-08,7.9,2.2,78.9,7.7,KOM 390-9
2024-11-09,5.7,3.2,57.3,6.3,KOM 390-9
2024-11-10,4.7,1.6,45.1,7.1,KOM 390-9
2024-11-11,2.1,1.8,21.6,5.4,KOM 390-9
2024-11-12,4.4,2.9,45.5,6.2,KOM 390-9
2024-11-13,9.4,1.8,92.7,8.2,KOM 390-9
2024-11-14,6.9,1.5,66.0,7.7,KOM 390-9
2024-11-15,7.5,1.1,72.8,8.4,KOM 390-9
2024-11-16,11.8,2.6,116.5,8.0,KOM 390-9
2024-11-17,6.3,0.9,62.3,8.6,KOM 390-9
2024-11-18,10.1,1.6,97.1,8.2,KOM 390-9
2024-11-19,16.2,2.7,154.8,8.1,KOM 390-9
2024-11-20,13.8,2.1,134.7,8.4,KOM 390-9
2024-11-21,14.2,2.2,134.4,8.1,KOM 390-9
2024-11-22,16.3,2.3,151.7,8.1,KOM 390-9
2024-11-23,11.1,1.3,102.2,8.2,KOM 390-9
2024-11-24,10.3,1.3,93.1,8.0,KOM 390-9
2024-11-25,13.7,1.1,134.9,9.0,KOM 390-9
2024-11-26,15.7,2.5,153.1,8.4,KOM 390-9
2024-11-27,14.7,1.7,141.9,8.6,KOM 390-9
2024-11-28,16.8,2.5,160.1,8.3,KOM 390-9
2024-11-29,1.8,2.9,14.7,3.1,KOM 390-9
2024-11-30,0.6,0.9,3.4,2.2,KOM 390-9
2024-11-01,6.7,1.6,66.2,7.9,KOM 390-10
2024-11-02,8.0,0.9,84.3,9.3,KOM 390-10
2024-11-03,6.3,2.7,67.5,7.4,KOM 390-10
2024-11-04,5.1,1.3,51.9,7.9,KOM 390-10
2024-11-05,6.6,1.3,70.6,8.8,KOM 390-10
2024-11-06,15.0,1.3,157.4,9.6,KOM 390-10
2024-11-07,3.3,0.6,35.2,8.7,KOM 390-10
2024-11-08,7.6,1.4,82.1,9.1,KOM 390-10
2024-11-09,7.5,1.5,81.4,9.0,KOM 390-10
2024-11-10,5.3,1.0,57.7,9.0,KOM 390-10
2024-11-11,4.8,0.8,50.4,8.9,KOM 390-10
2024-11-12,8.7,1.7,92.3,8.7,KOM 390-10
2024-11-13,8.7,1.3,91.3,9.1,KOM 390-10
2024-11-14,10.2,3.2,110.3,8.2,KOM 390-10
2024-11-15,8.7,4.9,90.8,6.6,KOM 390-10
2024-11-16,7.9,4.2,82.1,6.7,KOM 390-10
2024-11-17,5.7,1.5,59.3,8.1,KOM 390-10
2024-11-18,7.8,2.4,79.9,7.8,KOM 390-10
2024-11-19,13.1,5.4,136.0,7.3,KOM 390-10
2024-11-20,11.2,4.0,109.9,7.2,KOM 390-10
2024-11-21,10.8,5.0,110.1,6.9,KOM 390-10
2024-11-22,13.8,4.1,143.0,8.0,KOM 390-10
2024-11-23,8.0,2.4,83.2,7.9,KOM 390-10
2024-11-24,5.3,2.6,54.1,6.8,KOM 390-10
2024-11-25,8.4,5.6,88.5,6.3,KOM 390-10
2024-11-26,12.4,5.6,129.8,7.2,KOM 390-10
2024-11-27,10.4,2.0,107.9,8.6,KOM 390-10
2024-11-28,12.5,4.6,130.6,7.6,KOM 390-10
2024-11-29,11.2,3.1,117.1,8.1,KOM 390-10
2024-11-30,6.9,3.1,74.2,7.4,KOM 390-10
2025-03-01,13.9,2.8,154.6,9.2,KOM 360-13
2025-03-02,11.8,2.3,131.6,9.3,KOM 360-13
2025-03-03,10.7,3.0,116.9,8.5,KOM 360-13
2025-03-04,11.4,3.1,128.3,8.8,KOM 360-13
2025-03-05,5.7,2.6,65.7,7.8,KOM 360-13
2025-03-06,3.5,2.6,37.2,6.0,KOM 360-13
2025-03-07,8.7,2.7,98.4,8.6,KOM 360-13
2025-03-08,15.1,3.3,173.0,9.3,KOM 360-13
2025-03-09,3.8,1.1,43.2,8.7,KOM 360-13
2025-03-10,8.0,1.5,90.1,9.4,KOM 360-13
2025-03-11,7.6,1.5,85.9,9.3,KOM 360-13
2025-03-12,13.1,1.5,146.8,10.0,KOM 360-13
2025-03-13,11.5,3.1,128.2,8.7,KOM 360-13
2025-03-14,15.9,2.9,181.6,9.6,KOM 360-13
2025-03-15,16.2,1.8,178.5,9.9,KOM 360-13
2025-03-16,10.1,2.2,111.2,9.0,KOM 360-13
2025-03-17,11.1,2.7,117.8,8.5,KOM 360-13
2025-03-18,12.7,1.8,130.4,9.0,KOM 360-13
2025-03-19,13.2,3.6,143.7,8.5,KOM 360-13
2025-03-20,10.9,2.0,111.9,8.6,KOM 360-13
2025-03-21,10.4,2.7,116.3,8.8,KOM 360-13
2025-03-22,15.2,3.5,169.9,9.0,KOM 360-13
2025-03-23,10.9,2.7,120.7,8.8,KOM 360-13
2025-03-24,9.6,2.9,105.7,8.4,KOM 360-13
2025-03-25,15.0,2.8,163.7,9.1,KOM 360-13
2025-03-26,14.2,3.7,158.4,8.8,KOM 360-13
2025-03-27,14.4,3.1,158.8,9.0,KOM 360-13
2025-03-28,0.6,0.1,7.7,9.4,KOM 360-13
2025-03-29,12.3,1.5,134.0,9.6,KOM 360-13
2025-03-30,10.1,1.4,109.3,9.4,KOM 360-13
2025-03-31,3.7,0.4,41.0,9.6,KOM 360-13
2025-02-28,6.3,1.1,70.1,9.4,KOM 360-13
2025-04-01,12.7,1.5,140.0,9.8,KOM 360-13
2025-04-02,2.0,0.3,24.1,9.8,KOM 360-13
2025-04-03,0.2,0.0,0.6,2.4,KOM 360-13
2025-04-04,9.3,1.3,104.8,9.8,KOM 360-13
2025-04-05,16.9,1.0,189.8,10.5,KOM 360-13
2025-04-06,10.3,1.8,116.7,9.6,KOM 360-13
2025-04-07,12.3,1.0,139.7,10.4,KOM 360-13
2025-04-08,17.0,1.9,193.1,10.2,KOM 360-13
2025-04-09,11.2,1.7,126.3,9.7,KOM 360-13
2025-04-10,7.0,1.4,80.0,9.4,KOM 360-13
2025-04-11,16.6,1.9,182.0,9.8,KOM 360-13
2025-04-12,16.0,1.4,178.0,10.2,KOM 360-13
2025-04-13,11.4,2.0,130.2,9.6,KOM 360-13
2025-04-14,7.3,2.0,77.4,8.2,KOM 360-13
2025-04-15,8.4,0.7,88.2,9.6,KOM 360-13
2025-04-16,8.8,0.7,92.0,9.6,KOM 360-13
2025-04-17,8.7,0.6,93.8,10.0,KOM 360-13
2025-04-18,8.0,1.4,84.6,8.9,KOM 360-13
2025-04-19,12.2,2.1,133.6,9.3,KOM 360-13
2025-04-20,13.2,0.9,142.5,10.1,KOM 360-13
2025-04-21,11.0,2.1,115.3,8.7,KOM 360-13
2025-04-22,7.3,0.9,76.5,9.2,KOM 360-13
2025-04-23,6.9,3.3,70.8,6.9,KOM 360-13
2025-04-24,0.9,0.4,8.3,6.1,KOM 360-13
2025-04-25,3.3,0.5,30.0,7.6,KOM 360-13
2025-04-26,3.4,0.8,37.0,8.7,KOM 360-13
2025-04-27,5.9,0.3,65.8,10.5,KOM 360-13
2025-04-28,0.0,0.0,0.0,,KOM 360-13
2025-04-29,0.0,0.0,0.3,3.0,KOM 360-13
2025-04-30,6.9,1.8,78.6,8.9,KOM 360-13
2025-05-01,6.2,1.6,70.1,9.0,KOM 360-13
2025-05-02,5.7,1.3,57.9,8.2,KOM 360-13
2025-05-03,6.6,2.0,69.0,7.9,KOM 360-13
2025-05-04,11.5,1.9,118.4,8.8,KOM 360-13
2025-05-05,5.7,1.3,57.7,8.1,KOM 360-13
2025-05-06,4.7,0.9,44.7,7.8,KOM 360-13
2025-05-07,1.6,0.1,16.7,9.3,KOM 360-13
2025-05-08,0.4,0.2,4.3,6.8,KOM 360-13
2025-05-09,7.0,1.2,72.5,8.7,KOM 360-13
2025-05-10,11.3,2.6,122.9,8.8,KOM 360-13
2025-05-11,6.4,1.9,62.4,7.4,KOM 360-13
2025-05-12,3.3,0.9,32.1,7.6,KOM 360-13
2025-05-13,11.7,1.9,120.4,8.8,KOM 360-13
2025-05-14,13.6,1.4,139.2,9.2,KOM 360-13
2025-05-15,12.6,1.6,129.5,9.1,KOM 360-13
2025-05-16,7.6,1.3,78.0,8.6,KOM 360-13
2025-05-17,0.1,0.0,1.7,7.2,KOM 360-13
2025-05-18,8.0,2.0,84.5,8.4,KOM 360-13
2025-05-19,6.0,0.9,62.8,9.1,KOM 360-13
2025-05-20,5.9,1.5,62.3,8.3,KOM 360-13
2025-05-21,9.3,1.4,99.8,9.2,KOM 360-13
2025-05-22,13.1,0.8,142.7,10.2,KOM 360-13
2025-05-23,12.0,1.4,131.7,9.7,KOM 360-13
2025-05-24,6.9,2.1,77.4,8.5,KOM 360-13
2025-05-25,6.4,2.5,68.1,7.6,KOM 360-13
2025-05-26,6.1,6.3,74.3,5.9,KOM 360-13
2025-05-27,5.3,5.0,64.8,6.3,KOM 360-13
2025-05-28,10.0,5.1,118.2,7.8,KOM 360-13
2025-05-29,12.5,6.2,134.4,7.2,KOM 360-13
2025-05-30,8.9,6.0,100.3,6.7,KOM 360-13
2025-05-31,12.5,5.6,133.5,7.4,KOM 360-13
2025-01-01,0.0,0.0,0.0,,KOM 390-9
2025-01-02,6.4,2.9,64.3,6.8,KOM 390-9
2025-01-03,13.5,1.4,133.9,8.9,KOM 390-9
2025-01-04,17.0,2.1,166.9,8.7,KOM 390-9
2025-01-05,8.2,0.8,84.6,9.4,KOM 390-9
2025-01-06,11.4,1.5,114.7,8.8,KOM 390-9
2025-01-07,17.2,2.1,174.1,9.0,KOM 390-9
2025-01-08,16.1,2.4,166.0,8.9,KOM 390-9
2025-01-09,16.2,2.4,164.9,8.8,KOM 390-9
2025-01-10,12.5,2.1,121.8,8.3,KOM 390-9
2025-01-11,0.2,0.9,1.7,1.5,KOM 390-9
2025-01-12,6.2,1.7,56.0,7.0,KOM 390-9
2025-01-13,11.2,2.3,112.4,8.3,KOM 390-9
2025-01-14,16.4,1.7,164.1,9.0,KOM 390-9
2025-01-15,15.9,1.4,159.7,9.2,KOM 390-9
2025-01-16,17.0,1.1,172.7,9.5,KOM 390-9
2025-01-17,12.0,1.3,120.8,9.1,KOM 390-9
2025-01-18,16.6,1.7,169.4,9.2,KOM 390-9
2025-01-19,12.0,1.2,119.1,8.9,KOM 390-9
2025-01-20,8.2,1.2,85.3,9.0,KOM 390-9
2025-01-21,12.3,1.2,127.3,9.4,KOM 390-9
2025-01-22,8.1,1.4,80.9,8.5,KOM 390-9
2025-01-23,15.0,3.4,152.1,8.2,KOM 390-9
2025-01-24,15.3,3.7,154.9,8.1,KOM 390-9
2025-01-25,12.1,5.8,120.3,6.7,KOM 390-9
2025-01-26,12.1,1.8,120.2,8.6,KOM 390-9
2025-01-27,11.9,2.1,123.0,8.7,KOM 390-9
2025-01-28,16.1,2.0,162.5,9.0,KOM 390-9
2025-01-29,15.4,2.0,157.1,9.0,KOM 390-9
2025-01-30,16.2,3.4,160.1,8.1,KOM 390-9
2025-01-31,15.4,4.1,157.9,8.0,KOM 390-9
2025-02-01,16.5,2.6,170.6,8.9,KOM 390-9
2025-02-02,11.7,1.9,119.1,8.7,KOM 390-9
2025-02-03,13.0,1.1,126.5,8.8,KOM 390-9
2025-02-04,15.7,2.4,152.2,8.4,KOM 390-9
2025-02-05,15.1,2.3,148.6,8.5,KOM 390-9
2025-02-06,14.6,3.1,140.5,7.9,KOM 390-9
2025-02-07,10.3,3.6,102.2,7.3,KOM 390-9
2025-02-08,9.7,2.3,94.5,7.8,KOM 390-9
2025-02-09,6.0,2.5,59.2,6.9,KOM 390-9
2025-02-10,3.6,1.6,34.5,6.5,KOM 390-9
2025-02-11,6.0,1.8,54.8,7.0,KOM 390-9
2025-02-12,7.0,2.0,66.6,7.3,KOM 390-9
2025-02-13,0.0,0.0,0.0,,KOM 390-9
2025-02-14,0.0,0.0,0.0,0.0,KOM 390-9
2025-02-15,3.3,0.2,26.7,7.4,KOM 390-9
2025-02-16,0.0,0.0,0.0,,KOM 390-9
2025-02-17,0.0,0.0,0.0,,KOM 390-9
2025-02-18,3.2,1.1,26.3,6.0,KOM 390-9
2025-02-19,7.0,1.1,70.3,8.5,KOM 390-9
2025-02-20,3.7,0.5,35.6,8.3,KOM 390-9
2025-02-21,3.8,1.4,37.1,7.0,KOM 390-9
2025-02-22,5.7,1.4,51.9,7.2,KOM 390-9
2025-02-23,5.2,1.1,46.2,7.2,KOM 390-9
2025-02-24,7.7,0.6,75.3,9.0,KOM 390-9
2025-02-25,5.9,1.3,58.6,8.0,KOM 390-9
2025-02-26,7.8,1.2,78.7,8.6,KOM 390-9
2025-02-27,5.8,1.0,57.7,8.5,KOM 390-9
2025-02-28,12.0,2.1,121.9,8.6,KOM 390-9
2025-03-01,12.4,3.6,125.1,7.8,KOM 390-9
2025-03-02,9.6,3.5,100.2,7.6,KOM 390-9
2025-03-03,6.5,2.0,66.8,7.8,KOM 390-9
2025-03-04,10.3,2.3,103.1,8.1,KOM 390-9
2025-03-05,12.8,3.0,128.0,8.1,KOM 390-9
2025-03-06,12.3,2.2,120.6,8.2,KOM 390-9
2025-03-07,15.1,2.1,149.0,8.7,KOM 390-9
2025-03-08,15.8,2.3,154.7,8.5,KOM 390-9
2025-03-09,12.8,0.9,123.9,9.0,KOM 390-9
2025-03-10,12.3,1.6,126.3,9.0,KOM 390-9
2025-03-11,17.7,1.3,182.4,9.6,KOM 390-9
2025-03-12,17.9,1.7,172.6,8.8,KOM 390-9
2025-03-13,17.2,1.1,170.9,9.3,KOM 390-9
2025-03-14,17.3,1.5,169.1,9.0,KOM 390-9
2025-03-15,16.3,1.6,159.0,8.8,KOM 390-9
2025-03-16,11.1,1.1,111.7,9.0,KOM 390-9
2025-03-17,7.4,1.3,73.9,8.4,KOM 390-9
2025-03-18,6.8,1.6,69.9,8.2,KOM 390-9
2025-03-19,5.9,2.4,60.8,7.3,KOM 390-9
2025-03-20,7.1,2.0,75.6,8.3,KOM 390-9
2025-03-21,9.6,2.2,95.8,8.1,KOM 390-9
2025-03-22,11.2,3.1,104.1,7.2,KOM 390-9
2025-03-23,13.2,3.0,127.0,7.8,KOM 390-9
2025-03-24,5.5,1.1,51.9,7.7,KOM 390-9
2025-03-25,7.2,1.7,67.2,7.4,KOM 390-9
2025-03-26,8.9,3.2,87.5,7.2,KOM 390-9
2025-03-27,6.9,1.3,65.0,7.9,KOM 390-9
2025-03-28,0.9,0.4,9.1,6.4,KOM 390-9
2025-03-29,4.1,1.5,38.5,6.8,KOM 390-9
2025-03-30,7.6,1.6,71.3,7.7,KOM 390-9
2025-03-31,4.1,0.9,39.9,7.9,KOM 390-9
2025-04-01,5.4,0.7,53.2,8.6,KOM 390-9
2025-04-02,0.0,0.0,0.2,5.7,KOM 390-9
2025-04-03,0.3,0.0,1.6,3.8,KOM 390-9
2025-04-04,5.3,0.6,51.9,8.7,KOM 390-9
2025-04-05,4.6,1.7,40.2,6.3,KOM 390-9
2025-04-06,6.1,1.7,56.9,7.2,KOM 390-9
2025-04-07,7.7,3.8,78.8,6.8,KOM 390-9
2025-04-08,7.1,2.0,67.4,7.3,KOM 390-9
2025-04-09,0.3,0.0,3.1,7.6,KOM 390-9
2025-04-10,1.0,0.1,10.8,9.5,KOM 390-9
2025-04-11,3.7,1.6,32.1,6.0,KOM 390-9
2025-04-12,6.3,2.4,58.7,6.7,KOM 390-9
2025-04-13,6.6,1.9,65.4,7.6,KOM 390-9
2025-04-14,0.0,0.4,0.5,1.0,KOM 390-9
2025-04-15,4.4,1.3,42.7,7.4,KOM 390-9
2025-04-16,0.4,0.2,4.0,5.2,KOM 390-9
2025-04-17,5.5,2.7,54.0,6.5,KOM 390-9
2025-04-18,10.6,2.3,103.2,7.9,KOM 390-9
2025-04-19,6.0,2.8,59.2,6.7,KOM 390-9
2025-04-20,5.6,2.1,54.8,7.0,KOM 390-9
2025-04-21,0.4,0.1,4.1,7.4,KOM 390-9
2025-04-22,3.4,0.5,27.0,6.6,KOM 390-9
2025-04-23,6.8,1.0,62.9,8.0,KOM 390-9
2025-04-24,8.8,1.0,83.5,8.4,KOM 390-9
2025-04-25,8.2,1.0,76.0,8.2,KOM 390-9
2025-04-26,0.6,0.0,5.7,7.8,KOM 390-9
2025-04-27,0.0,0.0,0.0,,KOM 390-9
2025-04-28,0.0,0.0,0.0,,KOM 390-9
2025-04-29,0.0,0.0,0.0,,KOM 390-9
2025-04-30,5.3,0.9,43.5,6.8,KOM 390-9
2025-05-01,7.2,1.4,62.5,7.2,KOM 390-9
2025-05-02,5.8,0.7,61.4,9.4,KOM 390-9
2025-05-03,3.9,0.3,41.3,9.7,KOM 390-9
2025-05-04,7.7,0.9,81.8,9.4,KOM 390-9
2025-05-05,4.6,1.9,48.0,7.3,KOM 390-9
2025-05-06,10.6,2.8,111.1,8.2,KOM 390-9
2025-05-07,11.2,2.2,114.3,8.4,KOM 390-9
2025-05-08,9.3,2.7,97.8,8.1,KOM 390-9
2025-05-09,11.5,2.6,119.7,8.4,KOM 390-9
2025-05-10,14.4,4.0,150.1,8.1,KOM 390-9
2025-05-11,8.5,3.7,82.4,6.7,KOM 390-9
2025-05-12,7.3,2.6,74.0,7.4,KOM 390-9
2025-05-13,6.7,1.2,68.8,8.6,KOM 390-9
2025-05-14,9.4,1.7,92.9,8.3,KOM 390-9
2025-05-15,4.8,1.0,46.6,7.9,KOM 390-9
2025-05-16,5.9,2.0,60.9,7.6,KOM 390-9
2025-05-17,0.0,0.0,0.0,,KOM 390-9
2025-05-18,5.6,1.5,54.1,7.6,KOM 390-9
2025-05-19,0.0,0.0,0.0,,KOM 390-9
2025-05-20,0.0,0.0,0.0,,KOM 390-9
2025-05-21,0.0,0.0,0.7,7.4,KOM 390-9
2025-05-22,0.1,0.0,1.8,8.1,KOM 390-9
2025-05-23,0.4,0.1,2.9,4.7,KOM 390-9
2025-05-24,1.9,0.4,18.5,8.0,KOM 390-9
2025-05-25,0.0,0.0,0.0,,KOM 390-9
2025-05-26,4.7,2.5,37.8,5.2,KOM 390-9
2025-05-27,3.8,1.1,33.1,6.7,KOM 390-9
2025-05-28,7.6,1.2,69.8,7.8,KOM 390-9
2025-05-29,4.7,1.6,44.1,6.9,KOM 390-9
2025-05-30,5.4,1.1,50.1,7.5,KOM 390-9
2025-05-31,4.8,1.9,47.5,6.9,KOM 390-9
2025-02-28,10.5,0.7,116.1,10.3,KOM 360-14
2025-03-01,15.5,1.8,174.9,10.0,KOM 360-14
2025-03-02,12.3,1.9,135.4,9.4,KOM 360-14
2025-03-03,10.3,3.4,119.7,8.6,KOM 360-14
2025-03-04,15.8,2.9,182.6,9.7,KOM 360-14
2025-03-05,15.3,2.6,174.0,9.7,KOM 360-14
2025-03-06,12.5,2.5,139.8,9.3,KOM 360-14
2025-03-07,14.8,2.2,169.8,9.9,KOM 360-14
2025-03-08,17.0,1.6,193.9,10.4,KOM 360-14
2025-03-09,11.7,2.1,136.8,9.9,KOM 360-14
2025-03-10,8.9,1.5,101.8,9.7,KOM 360-14
2025-03-11,15.9,1.3,178.1,10.3,KOM 360-14
2025-03-12,17.1,1.5,187.9,10.0,KOM 360-14
2025-03-13,16.9,1.9,189.3,10.0,KOM 360-14
2025-03-14,17.4,1.3,198.8,10.5,KOM 360-14
2025-03-15,12.2,1.5,137.9,10.0,KOM 360-14
2025-03-16,8.5,1.0,98.7,10.3,KOM 360-14
2025-03-17,11.7,2.0,125.2,9.1,KOM 360-14
2025-03-18,8.6,1.6,85.7,8.3,KOM 360-14
2025-03-19,13.4,1.6,140.3,9.3,KOM 360-14
2025-03-20,11.4,1.6,117.4,8.9,KOM 360-14
2025-03-21,9.3,1.6,96.3,8.8,KOM 360-14
2025-03-22,9.2,1.4,94.8,8.8,KOM 360-14
2025-03-23,8.4,0.9,88.2,9.3,KOM 360-14
2025-03-24,12.4,1.8,132.5,9.3,KOM 360-14
2025-03-25,13.8,1.7,143.6,9.2,KOM 360-14
2025-03-26,10.5,1.1,110.7,9.5,KOM 360-14
2025-03-27,7.3,1.1,80.0,9.4,KOM 360-14
2025-03-28,11.4,1.8,120.4,9.1,KOM 360-14
2025-03-29,10.7,2.7,115.9,8.6,KOM 360-14
2025-03-30,9.5,4.2,100.7,7.3,KOM 360-14
2025-03-31,6.3,0.9,69.6,9.6,KOM 360-14
2025-04-01,3.9,0.5,37.1,8.2,KOM 360-14
2025-04-02,4.2,0.5,41.9,8.8,KOM 360-14
2025-04-03,2.7,0.7,25.6,7.2,KOM 360-14
2025-04-04,6.4,1.2,63.6,8.3,KOM 360-14
2025-04-05,7.5,1.0,74.0,8.6,KOM 360-14
2025-04-06,7.5,1.2,73.9,8.4,KOM 360-14
2025-04-07,7.5,1.2,78.2,9.0,KOM 360-14
2025-04-08,5.5,1.3,55.9,8.1,KOM 360-14
2025-04-09,6.5,1.4,64.2,8.0,KOM 360-14
2025-04-10,3.9,0.5,40.3,9.0,KOM 360-14
2025-04-11,6.7,1.1,63.1,8.0,KOM 360-14
2025-04-12,7.2,1.1,72.5,8.7,KOM 360-14
2025-04-13,2.9,1.0,27.2,6.8,KOM 360-14
2025-04-14,10.9,3.5,118.9,8.2,KOM 360-14
2025-04-15,13.8,5.1,151.8,8.0,KOM 360-14
2025-04-16,11.6,7.0,132.7,7.1,KOM 360-14
2025-04-17,7.2,2.2,78.6,8.3,KOM 360-14
2025-04-18,9.4,3.5,106.9,8.2,KOM 360-14
2025-04-19,14.2,3.3,162.9,9.3,KOM 360-14
2025-04-20,11.1,2.4,125.0,9.2,KOM 360-14
2025-04-21,8.0,3.4,91.4,8.0,KOM 360-14
2025-04-22,8.9,4.0,107.0,8.2,KOM 360-14
2025-04-23,10.5,4.9,124.5,8.1,KOM 360-14
2025-04-24,10.5,3.4,124.5,8.9,KOM 360-14
2025-04-25,13.5,5.2,153.2,8.2,KOM 360-14
2025-04-26,5.6,3.9,65.4,6.8,KOM 360-14
2025-04-27,3.9,0.5,42.7,9.6,KOM 360-14
2025-04-28,0.0,0.0,0.0,,KOM 360-14
2025-04-29,0.1,0.0,1.9,8.2,KOM 360-14
2025-04-30,8.4,3.8,99.2,8.1,KOM 360-14
2025-05-01,11.6,5.6,134.7,7.8,KOM 360-14
2025-05-02,5.1,2.9,56.6,7.0,KOM 360-14
2025-05-03,3.5,1.0,40.5,8.9,KOM 360-14
2025-05-04,6.8,2.8,77.7,8.0,KOM 360-14
2025-05-05,9.2,5.1,102.7,7.2,KOM 360-14
2025-05-06,11.6,2.8,129.3,8.9,KOM 360-14
2025-05-07,11.1,3.2,124.2,8.6,KOM 360-14
2025-05-08,10.7,4.7,122.2,7.9,KOM 360-14
2025-05-09,11.8,3.6,134.8,8.7,KOM 360-14
2025-05-10,15.0,3.9,168.9,8.9,KOM 360-14
2025-05-11,9.4,3.2,107.1,8.5,KOM 360-14
2025-05-12,9.9,1.3,115.7,10.2,KOM 360-14
2025-05-13,8.4,1.6,92.1,9.1,KOM 360-14
2025-05-14,12.6,2.7,138.3,9.0,KOM 360-14
2025-05-15,12.3,3.5,129.1,8.1,KOM 360-14
2025-05-16,6.2,1.8,65.3,8.2,KOM 360-14
2025-05-17,0.0,0.0,0.0,,KOM 360-14
2025-05-18,7.9,3.1,86.5,7.8,KOM 360-14
2025-05-19,5.5,1.2,60.9,9.0,KOM 360-14
2025-05-20,9.1,3.3,103.8,8.3,KOM 360-14
2025-05-21,10.2,1.9,117.3,9.7,KOM 360-14
2025-05-22,13.1,2.1,148.4,9.7,KOM 360-14
2025-05-23,14.6,2.6,166.3,9.6,KOM 360-14
2025-05-24,16.7,3.1,184.7,9.3,KOM 360-14
