Date,operating_hours,idle_hours,total_fuel,gal_hour,Shovel
2025-05-25,10.8,2.1,115.7,8.9,KOM 360-14
2025-05-26,11.0,2.3,119.9,8.9,KOM 360-14
2025-05-27,10.4,2.1,110.9,8.8,KOM 360-14
2025-05-28,12.7,2.0,136.6,9.3,KOM 360-14
2025-05-29,13.7,3.6,145.7,8.3,KOM 360-14
2025-05-30,11.2,3.4,116.5,7.9,KOM 360-14
2025-05-31,14.0,4.5,153.7,8.3,KOM 360-14
2025-01-01,0.0,0.0,0.0,,KOM 390-4
2025-01-02,0.0,0.0,0.0,,KOM 390-4
2025-01-03,2.4,0.7,14.7,4.6,KOM 390-4
2025-01-04,0.7,2.9,4.7,1.2,KOM 390-4
2025-01-05,3.7,0.8,36.7,8.1,KOM 390-4
2025-01-06,5.5,0.8,53.6,8.3,KOM 390-4
2025-01-07,11.7,2.1,117.0,8.4,KOM 390-4
2025-01-08,15.1,2.3,148.3,8.5,KOM 390-4
2025-01-09,14.9,2.7,145.0,8.2,KOM 390-4
2025-01-10,15.8,2.7,148.5,8.0,KOM 390-4
2025-01-11,17.1,2.3,164.5,8.4,KOM 390-4
2025-01-12,12.4,1.6,117.0,8.3,KOM 390-4
2025-01-13,12.5,2.0,121.7,8.3,KOM 390-4
2025-01-14,17.9,1.1,169.6,8.9,KOM 390-4
2025-01-15,17.5,1.3,164.6,8.7,KOM 390-4
2025-01-16,15.1,1.6,144.5,8.6,KOM 390-4
2025-01-17,14.4,1.4,140.1,8.9,KOM 390-4
2025-01-18,18.1,1.1,174.2,9.0,KOM 390-4
2025-01-19,12.5,1.4,119.8,8.5,KOM 390-4
2025-01-20,12.9,1.4,121.7,8.5,KOM 390-4
2025-01-21,17.1,1.9,164.5,8.6,KOM 390-4
2025-01-22,17.7,1.9,168.3,8.6,KOM 390-4
2025-01-23,17.9,1.7,171.8,8.7,KOM 390-4
2025-01-24,17.3,1.5,162.5,8.6,KOM 390-4
2025-01-25,11.4,0.7,112.2,9.2,KOM 390-4
2025-01-26,12.6,1.5,121.9,8.6,KOM 390-4
2025-01-27,13.0,1.4,124.3,8.6,KOM 390-4
2025-01-28,6.4,1.1,59.3,7.9,KOM 390-4
2025-01-29,12.5,1.2,118.5,8.6,KOM 390-4
2025-01-30,16.0,1.6,148.2,8.3,KOM 390-4
2025-01-31,15.5,1.4,142.0,8.3,KOM 390-4
2025-02-01,17.3,1.7,156.8,8.2,KOM 390-4
2025-02-02,12.9,1.1,110.8,7.9,KOM 390-4
2025-02-03,4.2,1.2,35.2,6.5,KOM 390-4
2025-02-04,0.1,0.3,0.8,1.5,KOM 390-4
2025-02-05,0.0,0.0,0.0,,KOM 390-4
2025-02-06,0.0,0.0,0.0,,KOM 390-4
2025-02-07,0.0,0.0,0.0,,KOM 390-4
2025-02-08,0.0,0.0,0.0,,KOM 390-4
2025-02-09,0.0,0.0,0.0,,KOM 390-4
2025-02-10,0.0,0.0,0.0,,KOM 390-4
2025-02-11,0.0,0.0,0.0,,KOM 390-4
2025-02-12,4.4,1.0,35.5,6.5,KOM 390-4
2025-02-13,0.0,0.0,0.0,,KOM 390-4
2025-02-14,0.1,0.0,1.5,9.1,KOM 390-4
2025-02-15,0.0,0.0,0.0,,KOM 390-4
2025-02-16,0.3,1.2,1.9,1.2,KOM 390-4
2025-02-17,5.1,0.8,30.1,5.0,KOM 390-4
2025-02-18,6.7,1.3,42.8,5.3,KOM 390-4
2025-02-19,0.1,0.0,0.6,3.0,KOM 390-4
2025-02-20,4.1,0.7,25.6,5.2,KOM 390-4
2025-02-21,3.0,0.7,17.4,4.6,KOM 390-4
2025-02-22,1.8,0.8,12.1,4.5,KOM 390-4
2025-02-23,1.9,0.6,11.9,4.5,KOM 390-4
2025-02-24,4.3,1.3,26.6,4.7,KOM 390-4
2025-02-25,0.0,0.0,0.6,7.0,KOM 390-4
2025-02-26,0.0,0.0,0.0,,KOM 390-4
2025-02-27,3.4,0.6,21.5,5.2,KOM 390-4
2025-02-28,5.9,1.7,38.2,4.9,KOM 390-4
2025-03-01,2.6,1.5,14.9,3.5,KOM 390-4
2025-03-02,0.4,0.1,2.0,3.2,KOM 390-4
2025-03-03,0.0,0.0,0.0,,KOM 390-4
2025-03-04,5.0,1.4,45.4,7.0,KOM 390-4
2025-03-05,1.1,0.2,7.6,5.4,KOM 390-4
2025-03-06,0.0,0.0,0.0,,KOM 390-4
2025-03-07,0.5,0.6,4.2,3.4,KOM 390-4
2025-03-08,7.9,0.7,66.1,7.6,KOM 390-4
2025-03-09,8.2,0.6,71.9,8.1,KOM 390-4
2025-03-10,4.6,0.6,33.8,6.5,KOM 390-4
2025-03-11,10.7,2.8,89.3,6.6,KOM 390-4
2025-03-12,10.3,3.6,87.0,6.2,KOM 390-4
2025-03-13,9.7,3.8,86.4,6.4,KOM 390-4
2025-03-14,12.1,4.4,107.2,6.5,KOM 390-4
2025-03-15,10.2,1.9,98.2,8.1,KOM 390-4
2025-03-16,7.7,0.9,76.5,8.8,KOM 390-4
2025-03-17,5.8,0.5,57.3,8.9,KOM 390-4
2025-03-18,6.4,1.3,59.1,7.6,KOM 390-4
2025-03-19,5.3,0.7,48.3,7.8,KOM 390-4
2025-03-20,7.7,1.1,75.8,8.5,KOM 390-4
2025-03-21,7.6,1.1,73.3,8.3,KOM 390-4
2025-03-22,15.4,2.0,138.2,7.9,KOM 390-4
2025-03-23,8.6,1.1,82.2,8.4,KOM 390-4
2025-03-24,11.9,2.2,112.8,8.0,KOM 390-4
2025-03-25,15.7,3.2,147.3,7.7,KOM 390-4
2025-03-26,13.1,4.5,126.8,7.2,KOM 390-4
2025-03-27,10.8,3.2,102.6,7.3,KOM 390-4
2025-03-28,11.4,1.4,108.2,8.4,KOM 390-4
2025-03-29,7.2,0.8,71.4,8.8,KOM 390-4
2025-03-30,8.4,0.8,81.9,8.8,KOM 390-4
2025-03-31,6.6,0.8,60.8,8.1,KOM 390-4
2025-04-01,8.1,1.1,76.9,8.3,KOM 390-4
2025-04-02,2.6,0.2,25.4,8.7,KOM 390-4
2025-04-03,0.0,0.0,0.1,6.9,KOM 390-4
2025-04-04,6.1,0.6,57.1,8.5,KOM 390-4
2025-04-05,13.2,1.8,122.4,8.1,KOM 390-4
2025-04-06,10.3,1.7,96.1,8.0,KOM 390-4
2025-04-07,8.9,0.8,87.5,8.9,KOM 390-4
2025-04-08,11.6,2.5,108.5,7.7,KOM 390-4
2025-04-09,6.1,1.4,56.4,7.5,KOM 390-4
2025-04-10,,,,,KOM 390-4
2025-04-11,14.8,4.0,138.2,7.3,KOM 390-4
2025-04-12,14.5,2.2,135.9,8.1,KOM 390-4
2025-04-13,11.5,2.1,106.8,7.8,KOM 390-4
2025-04-14,12.9,1.4,125.1,8.7,KOM 390-4
2025-04-15,16.5,2.2,162.1,8.6,KOM 390-4
2025-04-16,17.2,1.7,164.3,8.6,KOM 390-4
2025-04-17,11.2,1.5,106.9,8.3,KOM 390-4
2025-04-18,13.0,1.8,126.0,8.5,KOM 390-4
2025-04-19,12.6,3.6,122.5,7.6,KOM 390-4
2025-04-20,10.5,3.2,102.2,7.4,KOM 390-4
2025-04-21,6.1,1.8,60.4,7.6,KOM 390-4
2025-04-22,9.8,1.2,92.5,8.3,KOM 390-4
2025-04-23,10.9,2.7,103.2,7.5,KOM 390-4
2025-04-24,12.2,2.6,113.4,7.6,KOM 390-4
2025-04-25,15.6,3.0,148.2,7.9,KOM 390-4
2025-04-26,5.3,0.5,50.6,8.6,KOM 390-4
2025-04-27,0.0,0.0,0.2,4.9,KOM 390-4
2025-04-28,0.0,0.0,0.0,0.0,KOM 390-4
2025-04-29,0.5,0.3,5.1,5.4,KOM 390-4
2025-04-30,10.8,3.0,102.1,7.3,KOM 390-4
2025-05-01,12.0,3.0,114.1,7.6,KOM 390-4
2025-05-02,9.1,1.6,83.6,7.8,KOM 390-4
2025-05-03,6.0,1.5,56.7,7.4,KOM 390-4
2025-05-04,11.2,2.5,109.5,8.0,KOM 390-4
2025-05-05,6.2,2.1,59.1,7.1,KOM 390-4
2025-05-06,7.6,1.7,72.5,7.7,KOM 390-4
2025-05-07,4.0,1.3,35.1,6.5,KOM 390-4
2025-05-08,7.7,2.7,71.4,6.8,KOM 390-4
2025-05-09,5.9,2.9,51.7,5.8,KOM 390-4
2025-05-10,9.4,1.4,86.9,8.0,KOM 390-4
2025-05-11,8.0,1.2,77.0,8.3,KOM 390-4
2025-05-12,8.1,2.7,78.8,7.2,KOM 390-4
2025-05-13,13.5,3.7,125.6,7.2,KOM 390-4
2025-05-14,12.0,4.2,113.1,6.9,KOM 390-4
2025-05-15,11.8,3.6,107.8,6.9,KOM 390-4
2025-05-16,7.0,0.9,66.4,8.3,KOM 390-4
2025-05-17,0.1,0.0,1.4,6.1,KOM 390-4
2025-05-18,10.8,2.2,104.3,7.9,KOM 390-4
2025-05-19,7.1,1.6,70.7,8.0,KOM 390-4
2025-05-20,8.8,2.1,85.5,7.8,KOM 390-4
2025-05-21,2.4,1.1,18.7,5.2,KOM 390-4
2025-05-22,6.9,1.5,45.5,5.4,KOM 390-4
2025-05-23,5.9,2.4,39.6,4.7,KOM 390-4
2025-05-24,4.2,1.5,28.3,4.9,KOM 390-4
2025-05-25,3.7,2.2,25.0,4.1,KOM 390-4
2025-05-26,1.0,1.9,6.6,2.2,KOM 390-4
2025-05-27,0.8,0.5,6.1,4.2,KOM 390-4
2025-05-28,6.0,2.4,42.4,5.0,KOM 390-4
2025-05-29,2.6,1.0,18.7,5.1,KOM 390-4
2025-05-30,2.8,0.7,20.6,5.6,KOM 390-4
2025-05-31,0.7,0.0,5.3,6.7,KOM 390-4
2025-02-10,6.1,1.4,64.1,8.3,KOM 360-12
2025-02-11,15.1,3.7,165.7,8.8,KOM 360-12
2025-02-12,12.9,1.5,138.7,9.6,KOM 360-12
2025-02-13,12.6,1.4,139.7,9.9,KOM 360-12
2025-02-14,4.3,0.6,46.8,9.3,KOM 360-12
2025-02-15,16.2,1.2,183.1,10.5,KOM 360-12
2025-02-16,13.3,0.8,152.3,10.8,KOM 360-12
2025-02-17,8.4,1.1,95.3,9.9,KOM 360-12
2025-02-18,11.1,1.0,120.7,9.9,KOM 360-12
2025-02-19,13.4,1.3,137.9,9.3,KOM 360-12
2025-02-20,9.2,2.1,96.4,8.5,KOM 360-12
2025-02-21,5.3,1.4,58.1,8.5,KOM 360-12
2025-02-22,11.9,0.6,126.8,10.1,KOM 360-12
2025-02-23,9.2,0.5,102.8,10.5,KOM 360-12
2025-02-24,10.3,1.1,111.9,9.7,KOM 360-12
2025-02-25,12.7,1.9,134.0,9.1,KOM 360-12
2025-02-26,16.9,1.2,183.0,10.0,KOM 360-12
2025-02-27,15.6,2.2,171.5,9.6,KOM 360-12
2025-02-28,14.9,1.3,157.6,9.7,KOM 360-12
2025-03-01,15.6,1.8,167.6,9.6,KOM 360-12
2025-03-02,13.2,1.1,147.5,10.2,KOM 360-12
2025-03-03,10.7,3.8,114.5,7.9,KOM 360-12
2025-03-04,16.3,2.7,173.1,9.1,KOM 360-12
2025-03-05,14.0,4.9,150.8,8.0,KOM 360-12
2025-03-06,13.0,2.4,140.4,9.1,KOM 360-12
2025-03-07,14.6,2.2,161.8,9.6,KOM 360-12
2025-03-08,16.5,2.4,175.8,9.3,KOM 360-12
2025-03-09,12.6,1.1,137.5,9.9,KOM 360-12
2025-03-10,11.4,1.9,129.6,9.7,KOM 360-12
2025-03-11,12.3,1.8,139.0,9.8,KOM 360-12
2025-03-12,10.8,3.2,120.9,8.6,KOM 360-12
2025-03-13,11.9,2.0,123.0,8.8,KOM 360-12
2025-03-14,9.1,2.3,99.0,8.6,KOM 360-12
2025-03-15,11.4,2.1,123.3,9.0,KOM 360-12
2025-03-16,9.3,2.1,90.7,7.9,KOM 360-12
2025-03-17,7.6,1.7,83.4,9.0,KOM 360-12
2025-03-18,12.0,2.0,132.0,9.4,KOM 360-12
2025-03-19,13.3,3.4,151.9,9.0,KOM 360-12
2025-03-20,10.6,3.0,122.4,8.9,KOM 360-12
2025-03-21,7.9,1.1,85.2,9.4,KOM 360-12
2025-03-22,13.0,2.0,139.0,9.2,KOM 360-12
2025-03-23,12.1,1.5,126.9,9.2,KOM 360-12
2025-03-24,12.5,1.7,138.8,9.7,KOM 360-12
2025-03-25,16.8,1.8,175.6,9.4,KOM 360-12
2025-03-26,13.4,2.4,145.3,9.1,KOM 360-12
2025-03-27,15.3,2.2,166.8,9.5,KOM 360-12
2025-03-28,12.4,1.3,137.2,10.0,KOM 360-12
2025-03-29,13.3,2.1,147.7,9.5,KOM 360-12
2025-03-30,12.4,1.4,137.7,9.9,KOM 360-12
2025-03-31,9.4,0.8,104.8,10.2,KOM 360-12
2025-04-01,0.9,0.3,9.6,7.1,KOM 360-12
2025-04-02,0.0,0.0,0.0,,KOM 360-12
2025-04-03,0.3,0.0,1.5,4.0,KOM 360-12
2025-04-04,7.1,1.9,81.1,9.0,KOM 360-12
2025-04-05,10.8,2.6,106.9,7.9,KOM 360-12
2025-04-06,11.1,2.3,126.8,9.4,KOM 360-12
2025-04-07,7.7,5.1,87.3,6.8,KOM 360-12
2025-04-08,14.0,4.9,156.0,8.2,KOM 360-12
2025-04-09,8.9,3.2,99.2,8.1,KOM 360-12
2025-04-10,5.6,1.4,61.9,8.8,KOM 360-12
2025-04-11,6.3,2.4,72.0,8.2,KOM 360-12
2025-04-12,8.0,4.4,90.9,7.3,KOM 360-12
2025-04-13,7.9,2.7,86.4,8.1,KOM 360-12
2025-04-14,10.9,3.3,117.1,8.2,KOM 360-12
2025-04-15,14.7,3.2,158.8,8.8,KOM 360-12
2025-04-16,11.4,5.9,130.5,7.5,KOM 360-12
2025-04-17,8.6,2.3,93.3,8.5,KOM 360-12
2025-04-18,11.8,2.1,129.6,9.3,KOM 360-12
2025-04-19,10.4,3.4,116.8,8.4,KOM 360-12
2025-04-20,7.9,1.7,85.9,8.8,KOM 360-12
2025-04-21,10.3,2.6,111.8,8.6,KOM 360-12
2025-04-22,11.3,1.6,117.8,9.1,KOM 360-12
2025-04-23,12.8,3.5,141.1,8.6,KOM 360-12
2025-04-24,13.8,2.7,152.2,9.2,KOM 360-12
2025-04-25,15.7,2.2,167.0,9.3,KOM 360-12
2025-04-26,5.8,0.9,60.0,8.9,KOM 360-12
2025-04-27,4.5,0.4,47.5,9.5,KOM 360-12
2025-04-28,0.0,0.0,0.0,,KOM 360-12
2025-04-29,0.5,0.3,5.1,5.6,KOM 360-12
2025-04-30,12.0,2.9,124.9,8.3,KOM 360-12
2025-05-01,10.1,1.8,107.4,9.0,KOM 360-12
2025-05-02,5.5,1.1,59.0,8.7,KOM 360-12
2025-05-03,7.1,0.9,75.8,9.3,KOM 360-12
2025-05-04,8.6,1.2,89.4,9.0,KOM 360-12
2025-05-05,12.1,1.8,130.3,9.3,KOM 360-12
2025-05-06,10.3,3.1,107.9,8.0,KOM 360-12
2025-05-07,9.9,3.2,104.5,7.9,KOM 360-12
2025-05-08,12.4,3.0,130.5,8.4,KOM 360-12
2025-05-09,9.7,3.7,107.4,8.0,KOM 360-12
2025-05-10,11.4,2.1,123.7,9.1,KOM 360-12
2025-05-11,9.9,2.9,104.5,8.1,KOM 360-12
2025-05-12,8.1,3.0,87.1,7.8,KOM 360-12
2025-05-13,10.4,2.3,107.9,8.4,KOM 360-12
2025-05-14,11.9,3.9,124.1,7.8,KOM 360-12
2025-05-15,10.7,4.5,121.1,8.0,KOM 360-12
2025-05-16,6.4,4.3,78.2,7.2,KOM 360-12
2025-05-17,3.0,0.8,34.0,8.7,KOM 360-12
2025-05-18,7.9,5.4,95.3,7.1,KOM 360-12
2025-05-19,10.9,3.0,122.0,8.7,KOM 360-12
2025-05-20,9.5,3.2,109.1,8.5,KOM 360-12
2025-05-21,9.0,2.7,101.3,8.6,KOM 360-12
2025-05-22,13.3,2.6,149.4,9.3,KOM 360-12
2025-05-23,13.0,1.5,144.9,9.9,KOM 360-12
2025-05-24,16.0,3.0,183.9,9.6,KOM 360-12
2025-05-25,10.0,1.5,114.3,9.9,KOM 360-12
2025-05-26,10.7,2.3,120.9,9.2,KOM 360-12
2025-05-27,10.9,3.5,118.2,8.2,KOM 360-12
2025-05-28,12.4,3.1,132.0,8.5,KOM 360-12
2025-05-29,14.5,3.9,156.8,8.5,KOM 360-12
2025-05-30,11.9,3.9,129.2,8.2,KOM 360-12
2025-05-31,13.9,4.0,155.3,8.6,KOM 360-12
2025-01-01,0.0,0.0,0.0,,KOM 390-10
2025-01-02,0.0,0.0,0.0,,KOM 390-10
2025-01-03,0.2,0.9,1.6,1.4,KOM 390-10
2025-01-04,0.0,0.0,0.3,2.6,KOM 390-10
2025-01-05,0.0,0.0,0.0,,KOM 390-10
2025-01-06,0.1,0.1,0.7,2.9,KOM 390-10
2025-01-07,0.0,0.0,0.0,,KOM 390-10
2025-01-08,0.6,1.1,3.6,2.0,KOM 390-10
2025-01-09,0.0,0.0,0.0,,KOM 390-10
2025-01-10,0.1,0.1,1.0,2.9,KOM 390-10
2025-01-11,0.2,0.5,1.8,2.2,KOM 390-10
2025-01-12,0.1,0.0,0.7,3.9,KOM 390-10
2025-01-13,0.5,0.9,3.2,2.2,KOM 390-10
2025-01-14,0.9,0.8,4.9,2.7,KOM 390-10
2025-01-15,0.0,0.0,0.1,1.2,KOM 390-10
2025-01-16,0.0,0.0,0.0,,KOM 390-10
2025-01-17,0.1,0.0,1.1,5.6,KOM 390-10
2025-01-18,0.0,0.0,0.0,,KOM 390-10
2025-01-19,0.3,0.6,1.3,1.4,KOM 390-10
2025-01-20,0.1,0.1,0.6,2.1,KOM 390-10
2025-01-21,0.0,0.0,0.0,,KOM 390-10
2025-01-22,0.0,0.1,0.7,2.8,KOM 390-10
2025-01-23,0.8,2.4,5.0,1.5,KOM 390-10
2025-01-24,0.1,0.8,1.5,1.5,KOM 390-10
2025-01-25,0.0,0.0,0.0,,KOM 390-10
2025-01-26,0.0,0.0,0.0,,KOM 390-10
2025-01-27,0.0,0.0,0.0,,KOM 390-10
2025-01-28,0.0,0.0,0.0,,KOM 390-10
2025-01-29,0.0,0.0,0.0,,KOM 390-10
2025-01-30,0.0,0.0,0.0,,KOM 390-10
2025-01-31,0.0,0.0,0.0,,KOM 390-10
2025-02-01,0.3,1.8,2.1,1.0,KOM 390-10
2025-02-02,6.7,1.0,67.0,8.6,KOM 390-10
2025-02-03,11.2,1.6,117.6,9.1,KOM 390-10
2025-02-04,16.3,2.2,171.4,9.2,KOM 390-10
2025-02-05,11.2,1.8,114.9,8.8,KOM 390-10
2025-02-06,6.8,0.7,69.1,9.2,KOM 390-10
2025-02-07,11.4,3.1,114.4,7.8,KOM 390-10
2025-02-08,14.5,2.5,150.5,8.8,KOM 390-10
2025-02-09,9.2,1.3,89.8,8.5,KOM 390-10
2025-02-10,7.8,0.9,80.8,9.2,KOM 390-10
2025-02-11,8.1,1.2,77.6,8.2,KOM 390-10
2025-02-12,8.9,0.8,94.6,9.6,KOM 390-10
2025-02-13,10.0,1.0,105.2,9.5,KOM 390-10
2025-02-14,7.4,1.0,76.8,9.0,KOM 390-10
2025-02-15,15.3,2.1,157.4,9.0,KOM 390-10
2025-02-16,6.4,0.9,65.5,8.9,KOM 390-10
2025-02-17,10.3,1.2,104.2,8.9,KOM 390-10
2025-02-18,6.2,0.6,64.3,9.2,KOM 390-10
2025-02-19,8.2,0.9,85.7,9.3,KOM 390-10
2025-02-20,12.9,1.3,124.5,8.7,KOM 390-10
2025-02-21,15.1,2.3,151.1,8.7,KOM 390-10
2025-02-22,11.0,1.3,113.1,9.1,KOM 390-10
2025-02-23,12.5,1.5,126.6,9.0,KOM 390-10
2025-02-24,13.3,1.3,134.8,9.2,KOM 390-10
2025-02-25,11.7,1.7,117.4,8.7,KOM 390-10
2025-02-26,17.4,3.1,166.2,8.1,KOM 390-10
2025-02-27,11.6,2.6,113.2,8.0,KOM 390-10
2025-02-28,15.2,2.9,157.2,8.7,KOM 390-10
2025-03-01,9.1,2.8,92.0,7.7,KOM 390-10
2025-03-02,7.6,1.5,72.6,7.8,KOM 390-10
2025-03-03,7.1,1.3,71.3,8.3,KOM 390-10
2025-03-04,5.5,0.7,54.2,8.6,KOM 390-10
2025-03-05,7.4,2.4,73.7,7.5,KOM 390-10
2025-03-06,11.2,2.1,113.1,8.5,KOM 390-10
2025-03-07,9.0,2.2,86.1,7.6,KOM 390-10
2025-03-08,7.8,1.2,77.8,8.5,KOM 390-10
2025-03-09,6.0,2.3,57.6,6.8,KOM 390-10
2025-03-10,8.1,2.0,74.5,7.3,KOM 390-10
2025-03-11,7.8,1.4,71.1,7.6,KOM 390-10
2025-03-12,7.3,1.3,65.6,7.6,KOM 390-10
2025-03-13,0.0,0.2,0.4,1.5,KOM 390-10
2025-03-14,5.4,2.6,57.6,7.2,KOM 390-10
2025-03-15,8.8,1.7,91.0,8.6,KOM 390-10
2025-03-16,10.4,2.2,104.9,8.2,KOM 390-10
2025-03-17,6.3,2.2,60.7,7.1,KOM 390-10
2025-03-18,6.8,2.6,60.8,6.4,KOM 390-10
2025-03-19,6.5,1.8,59.4,7.0,KOM 390-10
2025-03-20,6.3,2.6,56.6,6.3,KOM 390-10
2025-03-21,4.8,0.8,43.7,7.6,KOM 390-10
2025-03-22,5.3,1.4,48.8,7.2,KOM 390-10
2025-03-23,5.6,1.4,49.4,6.9,KOM 390-10
2025-03-24,3.1,1.3,34.0,7.5,KOM 390-10
2025-03-25,2.8,2.3,28.2,5.4,KOM 390-10
2025-03-26,6.8,1.5,66.4,7.9,KOM 390-10
2025-03-27,5.0,2.8,49.7,6.3,KOM 390-10
2025-03-28,4.3,1.9,42.3,6.7,KOM 390-10
2025-03-29,6.8,2.7,65.5,6.8,KOM 390-10
2025-03-30,9.3,3.5,89.8,6.9,KOM 390-10
2025-03-31,0.6,0.2,5.1,5.7,KOM 390-10
2025-04-01,6.2,3.2,65.6,6.9,KOM 390-10
2025-04-02,2.9,1.0,28.9,7.2,KOM 390-10
2025-04-03,0.0,0.0,0.0,,KOM 390-10
2025-04-04,8.2,2.0,83.6,8.1,KOM 390-10
2025-04-05,12.9,4.9,132.4,7.4,KOM 390-10
2025-04-06,9.3,2.4,99.1,8.4,KOM 390-10
2025-04-07,6.1,1.6,64.0,8.2,KOM 390-10
2025-04-08,,,,,KOM 390-10
2025-04-09,6.3,1.2,68.7,9.1,KOM 390-10
2025-04-10,2.7,0.9,28.3,7.8,KOM 390-10
2025-04-11,4.7,2.8,49.5,6.6,KOM 390-10
2025-04-12,7.4,2.5,79.3,7.9,KOM 390-10
2025-04-13,9.5,2.7,100.8,8.2,KOM 390-10
2025-04-14,8.1,3.5,81.1,7.0,KOM 390-10
2025-04-15,13.4,4.4,128.8,7.2,KOM 390-10
2025-04-16,13.2,4.8,128.0,7.1,KOM 390-10
2025-04-17,6.3,0.9,51.8,7.1,KOM 390-10
2025-04-18,6.3,1.5,63.0,8.0,KOM 390-10
2025-04-19,7.4,3.6,72.8,6.6,KOM 390-10
2025-04-20,8.4,3.7,86.1,7.1,KOM 390-10
2025-04-21,6.8,2.9,69.5,7.2,KOM 390-10
2025-04-22,9.9,3.1,99.0,7.6,KOM 390-10
2025-04-23,10.5,3.6,109.7,7.7,KOM 390-10
2025-04-24,10.7,3.4,108.4,7.6,KOM 390-10
2025-04-25,12.3,4.8,128.9,7.5,KOM 390-10
2025-04-26,4.6,1.2,44.4,7.6,KOM 390-10
2025-04-27,5.5,0.6,55.8,9.0,KOM 390-10
2025-04-28,0.0,0.0,0.0,0.0,KOM 390-10
2025-04-29,0.8,0.1,8.0,8.3,KOM 390-10
2025-04-30,7.3,3.1,70.6,6.7,KOM 390-10
2025-05-01,11.7,2.7,117.2,8.1,KOM 390-10
2025-05-02,7.1,1.4,71.7,8.3,KOM 390-10
2025-05-03,3.7,1.7,37.2,6.7,KOM 390-10
2025-05-04,6.0,3.0,59.8,6.6,KOM 390-10
2025-05-05,8.9,4.8,92.2,6.7,KOM 390-10
2025-05-06,11.3,3.5,116.7,7.8,KOM 390-10
2025-05-07,6.2,1.3,63.5,8.3,KOM 390-10
2025-05-08,5.1,1.3,52.3,8.1,KOM 390-10
2025-05-09,5.5,3.0,56.5,6.6,KOM 390-10
2025-05-10,9.7,4.1,99.0,7.1,KOM 390-10
2025-05-11,8.0,2.1,84.7,8.3,KOM 390-10
2025-05-12,7.6,1.7,73.5,7.7,KOM 390-10
2025-05-13,3.0,0.3,29.0,8.5,KOM 390-10
2025-05-14,2.2,0.4,15.2,5.6,KOM 390-10
2025-05-15,0.1,0.2,1.0,2.5,KOM 390-10
2025-05-16,0.7,2.0,5.0,1.8,KOM 390-10
2025-05-17,0.0,0.1,0.4,2.1,KOM 390-10
2025-05-18,0.0,0.0,0.1,1.3,KOM 390-10
2025-05-19,2.8,0.8,26.3,7.1,KOM 390-10
2025-05-20,5.4,2.1,53.4,7.1,KOM 390-10
2025-05-21,7.4,1.3,78.2,8.9,KOM 390-10
2025-05-22,0.9,0.3,4.5,3.8,KOM 390-10
2025-05-23,1.1,0.6,10.7,5.7,KOM 390-10
2025-05-24,4.0,1.3,39.8,7.4,KOM 390-10
2025-05-25,10.4,1.9,99.4,8.1,KOM 390-10
2025-05-26,5.5,0.5,55.7,9.1,KOM 390-10
2025-05-27,3.9,1.4,36.9,6.8,KOM 390-10
2025-05-28,13.3,1.9,132.5,8.6,KOM 390-10
2025-05-29,15.0,3.5,148.3,8.0,KOM 390-10
2025-05-30,11.8,3.0,117.2,7.9,KOM 390-10
2025-05-31,9.6,3.0,91.4,7.2,KOM 390-10
